Linux 5.4.0-73-generic (kesServer) 	2021년 06월 03일 	_x86_64_	(10 CPU)

17시 45분 21초   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
17시 45분 51초  1000      3460         -   86.62  100.00    0.00    0.00  100.00     5  memaslap
17시 45분 51초  1000         -      3475    5.59   14.61    0.00    1.00   20.21     8  |__memaslap
17시 45분 51초  1000         -      3476    5.43   14.81    0.00    1.03   20.24     5  |__memaslap
17시 45분 51초  1000         -      3477    4.96   14.71    0.00    1.07   19.67     6  |__memaslap
17시 45분 51초  1000         -      3478    5.66   15.35    0.00    1.07   21.01     8  |__memaslap
17시 45분 51초  1000         -      3479    5.63   15.71    0.00    0.97   21.34     0  |__memaslap
17시 45분 51초  1000         -      3480    5.13   14.75    0.00    1.00   19.87     0  |__memaslap
17시 45분 51초  1000         -      3481    5.43   14.41    0.00    1.07   19.84     3  |__memaslap
17시 45분 51초  1000         -      3482    5.23   15.48    0.00    1.10   20.71     5  |__memaslap
17시 45분 51초  1000         -      3483    5.23   14.98    0.00    1.10   20.21     2  |__memaslap
17시 45분 51초  1000         -      3484    5.13   14.48    0.00    0.90   19.61     7  |__memaslap
17시 45분 51초  1000         -      3485    5.69   14.31    0.00    1.00   20.01     5  |__memaslap
17시 45분 51초  1000         -      3486    5.53   13.91    0.00    0.97   19.44     4  |__memaslap
17시 45분 51초  1000         -      3487    5.79   14.25    0.00    1.07   20.04     6  |__memaslap
17시 45분 51초  1000         -      3488    5.29   14.28    0.00    1.07   19.57     9  |__memaslap
17시 45분 51초  1000         -      3489    5.59   13.02    0.00    1.00   18.61     3  |__memaslap
17시 45분 51초  1000         -      3490    5.36   13.95    0.00    1.00   19.31     8  |__memaslap

17시 45분 51초   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
17시 46분 21초  1000      3460         -   84.87  100.00    0.00    0.00  100.00     7  memaslap
17시 46분 21초  1000         -      3460    0.03    0.00    0.00    0.00    0.03     7  |__memaslap
17시 46분 21초  1000         -      3475    5.20   15.03    0.00    0.90   20.23     0  |__memaslap
17시 46분 21초  1000         -      3476    5.70   14.40    0.00    0.93   20.10     2  |__memaslap
17시 46분 21초  1000         -      3477    5.07   14.60    0.00    0.90   19.67     6  |__memaslap
17시 46분 21초  1000         -      3478    5.37   15.57    0.00    0.97   20.93     3  |__memaslap
17시 46분 21초  1000         -      3479    5.83   15.43    0.00    1.00   21.27     7  |__memaslap
17시 46분 21초  1000         -      3480    4.87   14.83    0.00    1.00   19.70     2  |__memaslap
17시 46분 21초  1000         -      3481    5.40   14.37    0.00    0.93   19.77     3  |__memaslap
17시 46분 21초  1000         -      3482    5.50   15.17    0.00    0.93   20.67     8  |__memaslap
17시 46분 21초  1000         -      3483    5.80   14.43    0.00    0.93   20.23     9  |__memaslap
17시 46분 21초  1000         -      3484    5.30   14.10    0.00    0.83   19.40     4  |__memaslap
17시 46분 21초  1000         -      3485    5.13   14.80    0.00    0.97   19.93     7  |__memaslap
17시 46분 21초  1000         -      3486    4.77   14.53    0.00    0.93   19.30     5  |__memaslap
17시 46분 21초  1000         -      3487    5.60   14.43    0.00    0.97   20.03     8  |__memaslap
17시 46분 21초  1000         -      3488    5.00   14.50    0.00    0.97   19.50     9  |__memaslap
17시 46분 21초  1000         -      3489    5.10   13.63    0.00    0.83   18.73     2  |__memaslap
17시 46분 21초  1000         -      3490    5.23   14.00    0.00    0.97   19.23     0  |__memaslap

Average:      UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:     1000      3460         -   85.74  100.00    0.00    0.00  100.00     -  memaslap
Average:     1000         -      3460    0.02    0.00    0.00    0.00    0.02     -  |__memaslap
Average:     1000         -      3475    5.40   14.82    0.00    0.95   20.22     -  |__memaslap
Average:     1000         -      3476    5.56   14.61    0.00    0.98   20.17     -  |__memaslap
Average:     1000         -      3477    5.01   14.66    0.00    0.98   19.67     -  |__memaslap
Average:     1000         -      3478    5.51   15.46    0.00    1.02   20.97     -  |__memaslap
Average:     1000         -      3479    5.73   15.57    0.00    0.98   21.30     -  |__memaslap
Average:     1000         -      3480    5.00   14.79    0.00    1.00   19.79     -  |__memaslap
Average:     1000         -      3481    5.41   14.39    0.00    1.00   19.80     -  |__memaslap
Average:     1000         -      3482    5.36   15.32    0.00    1.02   20.69     -  |__memaslap
Average:     1000         -      3483    5.51   14.71    0.00    1.02   20.22     -  |__memaslap
Average:     1000         -      3484    5.21   14.29    0.00    0.87   19.50     -  |__memaslap
Average:     1000         -      3485    5.41   14.56    0.00    0.98   19.97     -  |__memaslap
Average:     1000         -      3486    5.15   14.22    0.00    0.95   19.37     -  |__memaslap
Average:     1000         -      3487    5.70   14.34    0.00    1.02   20.04     -  |__memaslap
Average:     1000         -      3488    5.15   14.39    0.00    1.02   19.54     -  |__memaslap
Average:     1000         -      3489    5.35   13.32    0.00    0.92   18.67     -  |__memaslap
Average:     1000         -      3490    5.30   13.97    0.00    0.98   19.27     -  |__memaslap
